ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_74,0,Участник мероприятия,Охрана труда; ,Ведущий эксперт,,дек.18,"Департамент капитального строительства отдел генплана, изысканий и землеустройства",,22.06.1993,,,,2018,,68.11759492580745,,0,,,
ФИО_317,0,Участник мероприятия,Программные решения для бизнеса; ,Инженер,,,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,,,,,,,7.429057104611017,,0,,,
ФИО_352,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-конструктор,,2018,АО «Русатом Оверсиз»,,1998-03-04,2021-06-25,,,,,57.98397315157064,,0,,,
ФИО_564,0,Участник мероприятия,Работы на токарных универсальных станках; ,Лаборант химического анализа 7 разряд,,2022-01-12,"""АО филиал концерна Росэнеогоатом """" калининская АЭС""""""",,18.03.1991,2017-09-22,,,,,81.46268348358525,,0,,,
ФИО_571,0,Участник мероприятия,Токарные работы на станках с ЧПУ; ,Ведущий эксперт,Нет,2000-07-03,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,Электромонтаж,1999-02-18,2014-07-07,,,,,30.873588110869733,0.008900749297501169,0,37.559600268499025,,
ФИО_379,0,Участник мероприятия,Электромонтаж; ,Инженер по качеству,,2011-10-06,"""АО филиал концерна Росэнеогоатом """" калининская АЭС""""""",,07.09.1986,2022,Неоконченное высшее,,2015;2014,,30.030181342405943,,0,,,
ФИО_522,0,Участник мероприятия,Бетонные строительные работы; ,Инженер-механик,Инженер,01032002,АО «Концерн Росэнергоатом» Нововоронежская Атомная Станция,,16.08.1983,2019-05-22,,,,,0.0,0.09012463046442395,0,38.69045037041197,,
ФИО_22,0,Участник мероприятия,Информационная безопасность; ,,,,Федеральное государственное унитарное предприятие «Всероссийский научно-исследовательский институт автоматики им.Духова,,,,,,,,12.214005201516459,,0,,,
ФИО_590,1,Участник мероприятия,Строительный контроль; ,Инженер-электроник,Руководитель,01.09.2010,"""АО """"ЦКБМ""""""",,2001-08-13,2021-05-14,,,,,4.352902225773761,,0,,,
ФИО_407,0,Участник мероприятия,Инженерное мышление. Каракури; ,Мастер-лаборант,,2005-09-29,"ПО ""Маяк""",,,,,,,,13.987208860538761,,0,,,
ФИО_450,0,Участник мероприятия,Сметное дело; ,,,2008-07-15,"""ФГУП """"Российский федеральный ядерный центр–Всероссийский научно- исследовательский институт экспериментальной физики"""" (ФГУП """"РФЯЦ-ВНИИЭФ"""")""",,01.05.1985,,,,,,20.447046776512533,,0,,,
ФИО_29,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер II категории,,2012,Управление Капитального Строительства,,,,,Пту 2,,,39.20461370509856,,0,,,
ФИО_685,0,Участник мероприятия,Инженерное мышление. Каракури; ,Слесарь-ремонтник 5 разряда,,07.2001,ООО «Додо Инжиниринг»,,05.05.1986,21.04.2020,,,,,1.9967186236517058,,0,,,
ФИО_123,1,Участник мероприятия,Инженер-конструктор; ,Инженер-конструктор,,2016-07-31,"""АО """"УЭХК""""",,1993-08-11,-,,,,,11.621588919020496,0.1115309777154248,0,17.576787299050288,,
ФИО_187,0,Участник мероприятия,Промышленная автоматика; ,,,05.2015,АО Центральное конструкторское бюро машиностроения,,,,,,,,49.107410748557704,,0,,,
ФИО_12,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,нет,,апр.06,АО «Государственный специализированный проектный институт»,,,2016-01-27,,,,,19.674834559199255,,0,,,
ФИО_224,0,Участник мероприятия,Информационная безопасность; ,Электромонтер,,ноя.04,"""АО """"АТОМЭНЕРГОПРОЕКТ""""""",,1993-09-14,2019-09-07,,,,,0.0,0.0,0,38.23309546796313,,
ФИО_521,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер по качеству,Специалист (рабочие специальности),2005,Машиностроительный завод «ЗиО-Подольск»,Инженерное проектирование,1976-11-06,2015-08-10,,,2015,Технология машиностроения,0.0,,0,,,
ФИО_692,0,Участник мероприятия,Информационная безопасность; ,Инженер,,2018-09-01,ОАО ФНПЦ ПО Старт,,1997-08-05,,,,,,9.267687436570403,,0,,,
ФИО_194,1,Участник мероприятия,Инженерное проектирование; ,Разработчик,,июл.08,Московский колледж архитектуры и градостроительства,,,,,,,,0.0,0.0011426356097585105,0,36.168926767425944,1.411380461111051,
